Evento ID,Tipo de evento,Magnitud,Vs30,Archivo H1,Ruta H1,Archivo H2,Ruta H2,Archivo V,Ruta V
RSN9998_14138080,2 Normal-Oblique,Mag. 4-6,Vs30. 600-,RSN9998_14138080_CITEHHHN.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/2 Normal-Oblique/Mag. 4-6/Vs30. 600-/Componente Horizontal 2/RSN9998_14138080_CITEHHHN.AT2,RSN9998_14138080_CITEHHHE.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/2 Normal-Oblique/Mag. 4-6/Vs30. 600-/Componente Horizontal 1/RSN9998_14138080_CITEHHHE.AT2,RSN9998_14138080_CITEHHHZ.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/2 Normal-Oblique/Mag. 4-6/Vs30. 600-/Componente Vertical/RSN9998_14138080_CITEHHHZ.AT2
RSN10003_14138080,2 Normal-Oblique,Mag. 4-6,Vs30. 600-,RSN10003_14138080_CITUQHHN.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/2 Normal-Oblique/Mag. 4-6/Vs30. 600-/Componente Horizontal 2/RSN10003_14138080_CITUQHHN.AT2,RSN10003_14138080_CITUQHHE.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/2 Normal-Oblique/Mag. 4-6/Vs30. 600-/Componente Horizontal 1/RSN10003_14138080_CITUQHHE.AT2,RSN10003_14138080_CITUQHHZ.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/2 Normal-Oblique/Mag. 4-6/Vs30. 600-/Componente Vertical/RSN10003_14138080_CITUQHHZ.AT2
RSN10008_14138080,2 Normal-Oblique,Mag. 4-6,Vs30. 600-,RSN10008_14138080_BKWDCHHN.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/2 Normal-Oblique/Mag. 4-6/Vs30. 600-/Componente Horizontal 2/RSN10008_14138080_BKWDCHHN.AT2,RSN10008_14138080_BKWDCHHE.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/2 Normal-Oblique/Mag. 4-6/Vs30. 600-/Componente Horizontal 1/RSN10008_14138080_BKWDCHHE.AT2,RSN10008_14138080_BKWDCHHZ.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/2 Normal-Oblique/Mag. 4-6/Vs30. 600-/Componente Vertical/RSN10008_14138080_BKWDCHHZ.AT2
RSN10011_14138080,2 Normal-Oblique,Mag. 4-6,Vs30. 600-,RSN10011_14138080_CIWGRHHN.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/2 Normal-Oblique/Mag. 4-6/Vs30. 600-/Componente Horizontal 2/RSN10011_14138080_CIWGRHHN.AT2,RSN10011_14138080_CIWGRHHE.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/2 Normal-Oblique/Mag. 4-6/Vs30. 600-/Componente Horizontal 1/RSN10011_14138080_CIWGRHHE.AT2,RSN10011_14138080_CIWGRHHZ.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/2 Normal-Oblique/Mag. 4-6/Vs30. 600-/Componente Vertical/RSN10011_14138080_CIWGRHHZ.AT2
RSN10020_14138080,2 Normal-Oblique,Mag. 4-6,Vs30. 600-,RSN10020_14138080_N5420360.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/2 Normal-Oblique/Mag. 4-6/Vs30. 600-/Componente Horizontal 2/RSN10020_14138080_N5420360.AT2,RSN10020_14138080_N5420090.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/2 Normal-Oblique/Mag. 4-6/Vs30. 600-/Componente Horizontal 1/RSN10020_14138080_N5420090.AT2,RSN10020_14138080_N5420-UP.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/2 Normal-Oblique/Mag. 4-6/Vs30. 600-/Componente Vertical/RSN10020_14138080_N5420-UP.AT2
RSN230_MAMMOTH.I,2 Normal-Oblique,Mag. 6-8,Vs30. 200-400,RSN230_MAMMOTH.I_I-CVK090.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/2 Normal-Oblique/Mag. 6-8/Vs30. 200-400/Componente Horizontal 1/RSN230_MAMMOTH.I_I-CVK090.AT2,RSN230_MAMMOTH.I_I-CVK180.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/2 Normal-Oblique/Mag. 6-8/Vs30. 200-400/Componente Horizontal 2/RSN230_MAMMOTH.I_I-CVK180.AT2,RSN230_MAMMOTH.I_I-CVK-UP.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/2 Normal-Oblique/Mag. 6-8/Vs30. 200-400/Componente Vertical/RSN230_MAMMOTH.I_I-CVK-UP.AT2
RSN232_MAMMOTH.I,2 Normal-Oblique,Mag. 6-8,Vs30. 200-400,RSN232_MAMMOTH.I_I-MLS254.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/2 Normal-Oblique/Mag. 6-8/Vs30. 200-400/Componente Horizontal 1/RSN232_MAMMOTH.I_I-MLS254.AT2,RSN232_MAMMOTH.I_I-MLS344.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/2 Normal-Oblique/Mag. 6-8/Vs30. 200-400/Componente Horizontal 2/RSN232_MAMMOTH.I_I-MLS344.AT2,RSN232_MAMMOTH.I_I-MLS-UP.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/2 Normal-Oblique/Mag. 6-8/Vs30. 200-400/Componente Vertical/RSN232_MAMMOTH.I_I-MLS-UP.AT2
RSN287_ITALY,2 Normal-Oblique,Mag. 6-8,Vs30. 200-400,RSN287_ITALY_A-BOV000.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/2 Normal-Oblique/Mag. 6-8/Vs30. 200-400/Componente Horizontal 2/RSN287_ITALY_A-BOV000.AT2,RSN287_ITALY_A-BOV270.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/2 Normal-Oblique/Mag. 6-8/Vs30. 200-400/Componente Horizontal 1/RSN287_ITALY_A-BOV270.AT2,RSN287_ITALY_A-BOV-UP.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/2 Normal-Oblique/Mag. 6-8/Vs30. 200-400/Componente Vertical/RSN287_ITALY_A-BOV-UP.AT2
RSN292_ITALY,2 Normal-Oblique,Mag. 6-8,Vs30. 200-400,RSN292_ITALY_A-STU000.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/2 Normal-Oblique/Mag. 6-8/Vs30. 200-400/Componente Horizontal 2/RSN292_ITALY_A-STU000.AT2,RSN292_ITALY_A-STU270.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/2 Normal-Oblique/Mag. 6-8/Vs30. 200-400/Componente Horizontal 1/RSN292_ITALY_A-STU270.AT2,RSN292_ITALY_A-STU-UP.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/2 Normal-Oblique/Mag. 6-8/Vs30. 200-400/Componente Vertical/RSN292_ITALY_A-STU-UP.AT2
RSN298_ITALY,2 Normal-Oblique,Mag. 6-8,Vs30. 200-400,RSN298_ITALY_B-BOV000.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/2 Normal-Oblique/Mag. 6-8/Vs30. 200-400/Componente Horizontal 2/RSN298_ITALY_B-BOV000.AT2,RSN298_ITALY_B-BOV270.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/2 Normal-Oblique/Mag. 6-8/Vs30. 200-400/Componente Horizontal 1/RSN298_ITALY_B-BOV270.AT2,RSN298_ITALY_B-BOV-UP.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/2 Normal-Oblique/Mag. 6-8/Vs30. 200-400/Componente Vertical/RSN298_ITALY_B-BOV-UP.AT2
RSN303_ITALY,2 Normal-Oblique,Mag. 6-8,Vs30. 200-400,RSN303_ITALY_B-STU000.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/2 Normal-Oblique/Mag. 6-8/Vs30. 200-400/Componente Horizontal 2/RSN303_ITALY_B-STU000.AT2,RSN303_ITALY_B-STU270.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/2 Normal-Oblique/Mag. 6-8/Vs30. 200-400/Componente Horizontal 1/RSN303_ITALY_B-STU270.AT2,RSN303_ITALY_B-STU-UP.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/2 Normal-Oblique/Mag. 6-8/Vs30. 200-400/Componente Vertical/RSN303_ITALY_B-STU-UP.AT2
RSN313_CORINTH,2 Normal-Oblique,Mag. 6-8,Vs30. 200-400,RSN313_CORINTH_COR--L.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/2 Normal-Oblique/Mag. 6-8/Vs30. 200-400/Componente Horizontal 2/RSN313_CORINTH_COR--L.AT2,RSN313_CORINTH_COR--T.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/2 Normal-Oblique/Mag. 6-8/Vs30. 200-400/Componente Horizontal 1/RSN313_CORINTH_COR--T.AT2,RSN313_CORINTH_COR-UP.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/2 Normal-Oblique/Mag. 6-8/Vs30. 200-400/Componente Vertical/RSN313_CORINTH_COR-UP.AT2
RSN440_BORAH.MS,2 Normal-Oblique,Mag. 6-8,Vs30. 200-400,RSN440_BORAH.MS_TRAA089.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/2 Normal-Oblique/Mag. 6-8/Vs30. 200-400/Componente Horizontal 1/RSN440_BORAH.MS_TRAA089.AT2,RSN440_BORAH.MS_TRAA179.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/2 Normal-Oblique/Mag. 6-8/Vs30. 200-400/Componente Horizontal 2/RSN440_BORAH.MS_TRAA179.AT2,RSN440_BORAH.MS_TRAA-UP.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/2 Normal-Oblique/Mag. 6-8/Vs30. 200-400/Componente Vertical/RSN440_BORAH.MS_TRAA-UP.AT2
RSN441_BORAH.MS,2 Normal-Oblique,Mag. 6-8,Vs30. 200-400,RSN441_BORAH.MS_TRAB179.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/2 Normal-Oblique/Mag. 6-8/Vs30. 200-400/Componente Horizontal 2/RSN441_BORAH.MS_TRAB179.AT2,RSN441_BORAH.MS_TRAB269.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/2 Normal-Oblique/Mag. 6-8/Vs30. 200-400/Componente Horizontal 1/RSN441_BORAH.MS_TRAB269.AT2,RSN441_BORAH.MS_TRAB-UP.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/2 Normal-Oblique/Mag. 6-8/Vs30. 200-400/Componente Vertical/RSN441_BORAH.MS_TRAB-UP.AT2
RSN564_GREECE,2 Normal-Oblique,Mag. 6-8,Vs30. 200-400,RSN564_GREECE_H-KAL-NS.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/2 Normal-Oblique/Mag. 6-8/Vs30. 200-400/Componente Horizontal 2/RSN564_GREECE_H-KAL-NS.AT2,RSN564_GREECE_H-KAL-WE.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/2 Normal-Oblique/Mag. 6-8/Vs30. 200-400/Componente Horizontal 1/RSN564_GREECE_H-KAL-WE.AT2,RSN564_GREECE_H-KAL-UP.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/2 Normal-Oblique/Mag. 6-8/Vs30. 200-400/Componente Vertical/RSN564_GREECE_H-KAL-UP.AT2
RSN1124_KOZANI,2 Normal-Oblique,Mag. 6-8,Vs30. 200-400,RSN1124_KOZANI_KAR--L.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/2 Normal-Oblique/Mag. 6-8/Vs30. 200-400/Componente Horizontal 2/RSN1124_KOZANI_KAR--L.AT2,RSN1124_KOZANI_KAR--T.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/2 Normal-Oblique/Mag. 6-8/Vs30. 200-400/Componente Horizontal 1/RSN1124_KOZANI_KAR--T.AT2,RSN1124_KOZANI_KAR-UP.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/2 Normal-Oblique/Mag. 6-8/Vs30. 200-400/Componente Vertical/RSN1124_KOZANI_KAR-UP.AT2
RSN1127_KOZANI,2 Normal-Oblique,Mag. 6-8,Vs30. 200-400,RSN1127_KOZANI_LAR--L.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/2 Normal-Oblique/Mag. 6-8/Vs30. 200-400/Componente Horizontal 2/RSN1127_KOZANI_LAR--L.AT2,RSN1127_KOZANI_LAR--T.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/2 Normal-Oblique/Mag. 6-8/Vs30. 200-400/Componente Horizontal 1/RSN1127_KOZANI_LAR--T.AT2,RSN1127_KOZANI_LAR-UP.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/2 Normal-Oblique/Mag. 6-8/Vs30. 200-400/Componente Vertical/RSN1127_KOZANI_LAR-UP.AT2
RSN1140_DINAR,2 Normal-Oblique,Mag. 6-8,Vs30. 200-400,RSN1140_DINAR_DEN000.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/2 Normal-Oblique/Mag. 6-8/Vs30. 200-400/Componente Horizontal 2/RSN1140_DINAR_DEN000.AT2,RSN1140_DINAR_DEN090.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/2 Normal-Oblique/Mag. 6-8/Vs30. 200-400/Componente Horizontal 1/RSN1140_DINAR_DEN090.AT2,RSN1140_DINAR_DENDWN.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/2 Normal-Oblique/Mag. 6-8/Vs30. 200-400/Componente Vertical/RSN1140_DINAR_DENDWN.AT2
RSN1141_DINAR,2 Normal-Oblique,Mag. 6-8,Vs30. 200-400,RSN1141_DINAR_DIN090.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/2 Normal-Oblique/Mag. 6-8/Vs30. 200-400/Componente Horizontal 1/RSN1141_DINAR_DIN090.AT2,RSN1141_DINAR_DIN180.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/2 Normal-Oblique/Mag. 6-8/Vs30. 200-400/Componente Horizontal 2/RSN1141_DINAR_DIN180.AT2,RSN1141_DINAR_DIN-UP.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/2 Normal-Oblique/Mag. 6-8/Vs30. 200-400/Componente Vertical/RSN1141_DINAR_DIN-UP.AT2
RSN1752_NWCHINA3,2 Normal-Oblique,Mag. 6-8,Vs30. 200-400,RSN1752_NWCHINA3_JIA000.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/2 Normal-Oblique/Mag. 6-8/Vs30. 200-400/Componente Horizontal 2/RSN1752_NWCHINA3_JIA000.AT2,RSN1752_NWCHINA3_JIA270.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/2 Normal-Oblique/Mag. 6-8/Vs30. 200-400/Componente Horizontal 1/RSN1752_NWCHINA3_JIA270.AT2,RSN1752_NWCHINA3_JIA-UP.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/2 Normal-Oblique/Mag. 6-8/Vs30. 200-400/Componente Vertical/RSN1752_NWCHINA3_JIA-UP.AT2
RSN4342_UBMARCHE.P,2 Normal-Oblique,Mag. 6-8,Vs30. 200-400,RSN4342_UBMARCHE.P_A-AQP090.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/2 Normal-Oblique/Mag. 6-8/Vs30. 200-400/Componente Horizontal 1/RSN4342_UBMARCHE.P_A-AQP090.AT2,RSN4342_UBMARCHE.P_A-AQP180.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/2 Normal-Oblique/Mag. 6-8/Vs30. 200-400/Componente Horizontal 2/RSN4342_UBMARCHE.P_A-AQP180.AT2,RSN4342_UBMARCHE.P_A-AQP-DN.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/2 Normal-Oblique/Mag. 6-8/Vs30. 200-400/Componente Vertical/RSN4342_UBMARCHE.P_A-AQP-DN.AT2
RSN4343_UBMARCHE.P,2 Normal-Oblique,Mag. 6-8,Vs30. 200-400,RSN4343_UBMARCHE.P_A-AQG090.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/2 Normal-Oblique/Mag. 6-8/Vs30. 200-400/Componente Horizontal 1/RSN4343_UBMARCHE.P_A-AQG090.AT2,RSN4343_UBMARCHE.P_A-AQG180.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/2 Normal-Oblique/Mag. 6-8/Vs30. 200-400/Componente Horizontal 2/RSN4343_UBMARCHE.P_A-AQG180.AT2,RSN4343_UBMARCHE.P_A-AQG-DN.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/2 Normal-Oblique/Mag. 6-8/Vs30. 200-400/Componente Vertical/RSN4343_UBMARCHE.P_A-AQG-DN.AT2
RSN4344_UBMARCHE.P,2 Normal-Oblique,Mag. 6-8,Vs30. 200-400,RSN4344_UBMARCHE.P_A-APG090.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/2 Normal-Oblique/Mag. 6-8/Vs30. 200-400/Componente Horizontal 1/RSN4344_UBMARCHE.P_A-APG090.AT2,RSN4344_UBMARCHE.P_A-APG180.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/2 Normal-Oblique/Mag. 6-8/Vs30. 200-400/Componente Horizontal 2/RSN4344_UBMARCHE.P_A-APG180.AT2,RSN4344_UBMARCHE.P_A-APG-DN.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/2 Normal-Oblique/Mag. 6-8/Vs30. 200-400/Componente Vertical/RSN4344_UBMARCHE.P_A-APG-DN.AT2
RSN4345_UBMARCHE.P,2 Normal-Oblique,Mag. 6-8,Vs30. 200-400,RSN4345_UBMARCHE.P_A-AAL018.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/2 Normal-Oblique/Mag. 6-8/Vs30. 200-400/Componente Horizontal 2/RSN4345_UBMARCHE.P_A-AAL018.AT2,RSN4345_UBMARCHE.P_A-AAL108.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/2 Normal-Oblique/Mag. 6-8/Vs30. 200-400/Componente Horizontal 1/RSN4345_UBMARCHE.P_A-AAL108.AT2,RSN4345_UBMARCHE.P_A-AAL-UP.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/2 Normal-Oblique/Mag. 6-8/Vs30. 200-400/Componente Vertical/RSN4345_UBMARCHE.P_A-AAL-UP.AT2
RSN4348_UBMARCHE.P,2 Normal-Oblique,Mag. 6-8,Vs30. 200-400,RSN4348_UBMARCHE.P_A-CSA000.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/2 Normal-Oblique/Mag. 6-8/Vs30. 200-400/Componente Horizontal 2/RSN4348_UBMARCHE.P_A-CSA000.AT2,RSN4348_UBMARCHE.P_A-CSA270.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/2 Normal-Oblique/Mag. 6-8/Vs30. 200-400/Componente Horizontal 1/RSN4348_UBMARCHE.P_A-CSA270.AT2,RSN4348_UBMARCHE.P_A-CSA-DN.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/2 Normal-Oblique/Mag. 6-8/Vs30. 200-400/Componente Vertical/RSN4348_UBMARCHE.P_A-CSA-DN.AT2
RSN4349_UBMARCHE.P,2 Normal-Oblique,Mag. 6-8,Vs30. 200-400,RSN4349_UBMARCHE.P_A-CLF000.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/2 Normal-Oblique/Mag. 6-8/Vs30. 200-400/Componente Horizontal 2/RSN4349_UBMARCHE.P_A-CLF000.AT2,RSN4349_UBMARCHE.P_A-CLF270.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/2 Normal-Oblique/Mag. 6-8/Vs30. 200-400/Componente Horizontal 1/RSN4349_UBMARCHE.P_A-CLF270.AT2,RSN4349_UBMARCHE.P_A-CLF-DN.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/2 Normal-Oblique/Mag. 6-8/Vs30. 200-400/Componente Vertical/RSN4349_UBMARCHE.P_A-CLF-DN.AT2
RSN4353_UBMARCHE.P,2 Normal-Oblique,Mag. 6-8,Vs30. 200-400,RSN4353_UBMARCHE.P_A-RTI180.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/2 Normal-Oblique/Mag. 6-8/Vs30. 200-400/Componente Horizontal 2/RSN4353_UBMARCHE.P_A-RTI180.AT2,RSN4353_UBMARCHE.P_A-RTI270.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/2 Normal-Oblique/Mag. 6-8/Vs30. 200-400/Componente Horizontal 1/RSN4353_UBMARCHE.P_A-RTI270.AT2,RSN4353_UBMARCHE.P_A-RTI-DN.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/2 Normal-Oblique/Mag. 6-8/Vs30. 200-400/Componente Vertical/RSN4353_UBMARCHE.P_A-RTI-DN.AT2
RSN4464_L-AQUILA,2 Normal-Oblique,Mag. 6-8,Vs30. 200-400,RSN4464_L-AQUILA_EI160XTE.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/2 Normal-Oblique/Mag. 6-8/Vs30. 200-400/Componente Horizontal 1/RSN4464_L-AQUILA_EI160XTE.AT2,RSN4464_L-AQUILA_EI160YLN.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/2 Normal-Oblique/Mag. 6-8/Vs30. 200-400/Componente Horizontal 2/RSN4464_L-AQUILA_EI160YLN.AT2,RSN4464_L-AQUILA_EI160ZUP.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/2 Normal-Oblique/Mag. 6-8/Vs30. 200-400/Componente Vertical/RSN4464_L-AQUILA_EI160ZUP.AT2
RSN4471_L-AQUILA,2 Normal-Oblique,Mag. 6-8,Vs30. 200-400,RSN4471_L-AQUILA_AY081XTE.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/2 Normal-Oblique/Mag. 6-8/Vs30. 200-400/Componente Horizontal 1/RSN4471_L-AQUILA_AY081XTE.AT2,RSN4471_L-AQUILA_AY081YLN.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/2 Normal-Oblique/Mag. 6-8/Vs30. 200-400/Componente Horizontal 2/RSN4471_L-AQUILA_AY081YLN.AT2,RSN4471_L-AQUILA_AY081ZUP.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/2 Normal-Oblique/Mag. 6-8/Vs30. 200-400/Componente Vertical/RSN4471_L-AQUILA_AY081ZUP.AT2
RSN4473_L-AQUILA,2 Normal-Oblique,Mag. 6-8,Vs30. 200-400,RSN4473_L-AQUILA_EB150XTE.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/2 Normal-Oblique/Mag. 6-8/Vs30. 200-400/Componente Horizontal 1/RSN4473_L-AQUILA_EB150XTE.AT2,RSN4473_L-AQUILA_EB150YLN.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/2 Normal-Oblique/Mag. 6-8/Vs30. 200-400/Componente Horizontal 2/RSN4473_L-AQUILA_EB150YLN.AT2,RSN4473_L-AQUILA_EB150ZUP.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/2 Normal-Oblique/Mag. 6-8/Vs30. 200-400/Componente Vertical/RSN4473_L-AQUILA_EB150ZUP.AT2
RSN4474_L-AQUILA,2 Normal-Oblique,Mag. 6-8,Vs30. 200-400,RSN4474_L-AQUILA_EK007XTE.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/2 Normal-Oblique/Mag. 6-8/Vs30. 200-400/Componente Horizontal 1/RSN4474_L-AQUILA_EK007XTE.AT2,RSN4474_L-AQUILA_EK007YLN.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/2 Normal-Oblique/Mag. 6-8/Vs30. 200-400/Componente Horizontal 2/RSN4474_L-AQUILA_EK007YLN.AT2,RSN4474_L-AQUILA_EK007ZUP.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/2 Normal-Oblique/Mag. 6-8/Vs30. 200-400/Componente Vertical/RSN4474_L-AQUILA_EK007ZUP.AT2
